8.0	44.0	57.0	4.0	42.0	25.0	38.0	23.0	28.0	22.0	
42.0	36.0	22.0	23.0	21.0	33.0	7.0	38.0	30.0	4.0	
21.0	57.0	23.0	15.0	42.0	22.0	17.0	51.0	4.0	33.0	
33.0	42.0	4.0	44.0	17.0	23.0	56.0	22.0	7.0	21.0	
17.0	33.0	42.0	7.0	22.0	23.0	29.0	21.0	44.0	24.0	
21.0	17.0	23.0	51.0	42.0	22.0	58.0	57.0	33.0	4.0	
42.0	22.0	4.0	23.0	33.0	17.0	44.0	38.0	21.0	57.0	
36.0	17.0	7.0	29.0	51.0	23.0	22.0	32.0	45.0	38.0	
17.0	33.0	23.0	7.0	38.0	21.0	44.0	6.0	29.0	57.0	
36.0	17.0	21.0	23.0	22.0	30.0	7.0	33.0	38.0	4.0	
42.0	33.0	38.0	44.0	23.0	22.0	7.0	21.0	56.0	36.0	
42.0	21.0	4.0	17.0	23.0	57.0	36.0	22.0	51.0	38.0	
17.0	21.0	51.0	7.0	23.0	22.0	30.0	33.0	4.0	29.0	
7.0	42.0	21.0	22.0	33.0	6.0	38.0	4.0	56.0	24.0	
17.0	6.0	30.0	29.0	33.0	32.0	38.0	36.0	56.0	22.0	
36.0	17.0	51.0	21.0	7.0	29.0	6.0	42.0	23.0	22.0	
29.0	7.0	30.0	32.0	24.0	17.0	33.0	56.0	38.0	42.0	
30.0	36.0	7.0	29.0	6.0	51.0	21.0	42.0	23.0	33.0	
30.0	29.0	17.0	7.0	6.0	22.0	33.0	42.0	51.0	21.0	
56.0	38.0	44.0	33.0	4.0	42.0	34.0	24.0	17.0	22.0	
58.0	15.0	36.0	21.0	23.0	57.0	51.0	17.0	42.0	50.0	
4.0	42.0	44.0	57.0	23.0	22.0	8.0	25.0	17.0	21.0	
23.0	42.0	17.0	36.0	22.0	21.0	51.0	33.0	38.0	7.0	
42.0	17.0	4.0	33.0	21.0	36.0	44.0	51.0	7.0	30.0	
24.0	29.0	30.0	17.0	56.0	32.0	34.0	38.0	42.0	22.0	
36.0	51.0	17.0	30.0	21.0	29.0	23.0	22.0	42.0	33.0	
17.0	22.0	42.0	30.0	7.0	23.0	36.0	33.0	38.0	29.0	
58.0	36.0	21.0	15.0	51.0	17.0	42.0	22.0	4.0	33.0	
7.0	24.0	29.0	30.0	6.0	34.0	17.0	38.0	33.0	39.0	
7.0	38.0	30.0	4.0	56.0	23.0	36.0	29.0	6.0	21.0	
17.0	36.0	33.0	21.0	4.0	38.0	44.0	7.0	51.0	25.0	
33.0	4.0	38.0	56.0	17.0	22.0	7.0	23.0	11.0	21.0	
17.0	30.0	51.0	29.0	22.0	42.0	33.0	45.0	4.0	15.0	
7.0	17.0	30.0	33.0	6.0	38.0	24.0	22.0	32.0	34.0	
36.0	51.0	30.0	17.0	21.0	7.0	6.0	29.0	42.0	23.0	
7.0	38.0	33.0	56.0	17.0	42.0	30.0	29.0	4.0	22.0	
58.0	21.0	23.0	17.0	42.0	15.0	57.0	51.0	22.0	4.0	
22.0	42.0	23.0	17.0	21.0	36.0	4.0	33.0	51.0	38.0	
38.0	30.0	36.0	23.0	4.0	56.0	29.0	6.0	21.0	44.0	
42.0	38.0	4.0	44.0	56.0	7.0	36.0	21.0	11.0	57.0	
7.0	6.0	30.0	29.0	17.0	33.0	42.0	24.0	22.0	38.0	
24.0	7.0	56.0	33.0	38.0	32.0	6.0	17.0	29.0	60.0	
42.0	4.0	44.0	22.0	33.0	21.0	57.0	36.0	7.0	25.0	
17.0	42.0	22.0	33.0	4.0	7.0	57.0	30.0	58.0	15.0	
42.0	57.0	22.0	17.0	21.0	38.0	8.0	36.0	56.0	53.0	
30.0	29.0	7.0	17.0	6.0	36.0	51.0	22.0	38.0	23.0	
30.0	29.0	6.0	36.0	32.0	33.0	38.0	21.0	23.0	56.0	
36.0	17.0	21.0	22.0	42.0	51.0	7.0	30.0	38.0	29.0	
21.0	17.0	22.0	23.0	15.0	42.0	30.0	7.0	58.0	29.0	
17.0	42.0	22.0	21.0	7.0	33.0	51.0	4.0	38.0	30.0	
42.0	33.0	4.0	38.0	17.0	44.0	23.0	22.0	56.0	7.0	
6.0	29.0	38.0	22.0	56.0	4.0	23.0	34.0	51.0	44.0	
29.0	30.0	7.0	17.0	24.0	36.0	51.0	45.0	22.0	5.0	
33.0	38.0	7.0	17.0	42.0	24.0	44.0	30.0	34.0	29.0	
42.0	23.0	22.0	4.0	44.0	33.0	38.0	57.0	21.0	36.0	
42.0	36.0	21.0	38.0	4.0	44.0	51.0	57.0	29.0	6.0	
7.0	30.0	17.0	29.0	36.0	42.0	32.0	38.0	22.0	23.0	
42.0	22.0	4.0	23.0	33.0	17.0	21.0	51.0	44.0	25.0	
8.0	42.0	4.0	21.0	58.0	23.0	22.0	25.0	59.0	36.0	
7.0	33.0	42.0	29.0	56.0	4.0	21.0	24.0	51.0	44.0	
42.0	38.0	4.0	23.0	36.0	22.0	56.0	51.0	29.0	6.0	
7.0	6.0	30.0	29.0	24.0	33.0	32.0	42.0	56.0	51.0	
33.0	22.0	23.0	4.0	38.0	36.0	21.0	7.0	44.0	56.0	
17.0	42.0	36.0	23.0	33.0	22.0	21.0	4.0	38.0	44.0	
7.0	24.0	30.0	29.0	56.0	33.0	17.0	6.0	34.0	42.0	
24.0	34.0	56.0	39.0	7.0	38.0	29.0	6.0	30.0	17.0	
33.0	44.0	17.0	4.0	56.0	22.0	7.0	36.0	21.0	25.0	
7.0	33.0	30.0	38.0	6.0	22.0	36.0	29.0	4.0	56.0	
17.0	7.0	42.0	36.0	23.0	38.0	29.0	6.0	21.0	51.0	
56.0	33.0	42.0	17.0	4.0	39.0	30.0	29.0	22.0	16.0	
17.0	30.0	7.0	51.0	21.0	29.0	42.0	6.0	22.0	23.0	
6.0	7.0	30.0	29.0	17.0	36.0	24.0	51.0	5.0	45.0	
17.0	36.0	23.0	21.0	22.0	33.0	4.0	51.0	38.0	57.0	
23.0	42.0	21.0	57.0	22.0	4.0	58.0	51.0	33.0	38.0	
56.0	38.0	4.0	7.0	17.0	24.0	34.0	11.0	16.0	30.0	
4.0	33.0	42.0	44.0	38.0	23.0	22.0	17.0	21.0	56.0	
7.0	17.0	6.0	30.0	36.0	29.0	33.0	42.0	51.0	21.0	
7.0	6.0	30.0	29.0	17.0	36.0	33.0	22.0	42.0	24.0	
42.0	23.0	57.0	44.0	4.0	17.0	22.0	21.0	38.0	8.0	
36.0	17.0	21.0	51.0	23.0	22.0	42.0	30.0	7.0	33.0	
44.0	4.0	33.0	23.0	8.0	53.0	27.0	22.0	57.0	56.0	
33.0	42.0	38.0	17.0	56.0	23.0	7.0	21.0	30.0	24.0	
4.0	8.0	57.0	38.0	33.0	23.0	53.0	22.0	17.0	25.0	
38.0	33.0	42.0	44.0	4.0	22.0	23.0	7.0	36.0	11.0	
42.0	7.0	33.0	38.0	36.0	23.0	4.0	30.0	56.0	29.0	
7.0	6.0	29.0	30.0	17.0	32.0	56.0	38.0	42.0	36.0	
17.0	42.0	38.0	33.0	23.0	22.0	36.0	30.0	4.0	44.0	
45.0	60.0	55.0	52.0	14.0	32.0	6.0	29.0	7.0	30.0	
38.0	24.0	4.0	11.0	34.0	44.0	42.0	16.0	39.0	17.0	
17.0	42.0	33.0	7.0	38.0	23.0	4.0	36.0	21.0	30.0	
36.0	22.0	30.0	21.0	51.0	23.0	42.0	7.0	29.0	33.0	
24.0	7.0	29.0	6.0	34.0	39.0	30.0	5.0	56.0	17.0	
42.0	4.0	23.0	17.0	21.0	36.0	25.0	8.0	56.0	7.0	
17.0	6.0	30.0	42.0	29.0	36.0	38.0	24.0	51.0	21.0	
17.0	42.0	7.0	22.0	33.0	23.0	38.0	4.0	29.0	6.0	
38.0	33.0	42.0	17.0	4.0	7.0	22.0	24.0	23.0	30.0	
33.0	38.0	56.0	44.0	42.0	11.0	17.0	7.0	22.0	25.0	
36.0	30.0	7.0	29.0	23.0	42.0	22.0	45.0	32.0	33.0	
17.0	51.0	30.0	21.0	15.0	22.0	29.0	7.0	6.0	42.0	
21.0	17.0	42.0	36.0	33.0	23.0	30.0	38.0	57.0	6.0	
24.0	56.0	7.0	32.0	38.0	16.0	6.0	29.0	5.0	17.0	
33.0	56.0	42.0	4.0	17.0	7.0	24.0	22.0	23.0	16.0	
24.0	34.0	7.0	29.0	6.0	30.0	38.0	33.0	16.0	17.0	
17.0	42.0	21.0	33.0	23.0	22.0	51.0	4.0	30.0	38.0	
17.0	21.0	23.0	51.0	42.0	30.0	7.0	33.0	4.0	29.0	
4.0	38.0	42.0	56.0	17.0	23.0	22.0	25.0	11.0	53.0	
17.0	36.0	30.0	22.0	42.0	21.0	29.0	6.0	33.0	4.0	
33.0	42.0	4.0	17.0	7.0	23.0	34.0	36.0	16.0	11.0	
33.0	56.0	38.0	7.0	17.0	24.0	55.0	4.0	34.0	44.0	
58.0	57.0	15.0	36.0	22.0	42.0	51.0	17.0	31.0	4.0	
42.0	38.0	17.0	4.0	7.0	56.0	23.0	22.0	36.0	30.0	
17.0	42.0	36.0	23.0	21.0	22.0	33.0	4.0	51.0	38.0	
33.0	7.0	17.0	42.0	38.0	56.0	22.0	24.0	30.0	36.0	
17.0	36.0	7.0	30.0	29.0	22.0	33.0	23.0	38.0	21.0	
7.0	33.0	42.0	38.0	56.0	4.0	23.0	6.0	36.0	24.0	
7.0	6.0	30.0	29.0	17.0	36.0	51.0	32.0	45.0	22.0	
36.0	22.0	38.0	21.0	7.0	4.0	30.0	51.0	44.0	56.0	
23.0	42.0	36.0	22.0	21.0	17.0	57.0	4.0	44.0	33.0	
42.0	17.0	4.0	22.0	38.0	36.0	21.0	57.0	56.0	51.0	
17.0	33.0	29.0	38.0	6.0	36.0	23.0	24.0	4.0	21.0	
30.0	7.0	22.0	42.0	29.0	33.0	6.0	23.0	21.0	51.0	
17.0	21.0	51.0	30.0	42.0	23.0	7.0	22.0	29.0	6.0	
44.0	42.0	4.0	38.0	33.0	23.0	56.0	57.0	53.0	8.0	
42.0	4.0	38.0	17.0	44.0	22.0	23.0	21.0	36.0	56.0	
17.0	42.0	36.0	23.0	33.0	22.0	21.0	4.0	38.0	44.0	
30.0	29.0	36.0	6.0	51.0	17.0	7.0	18.0	45.0	22.0	
56.0	33.0	24.0	7.0	34.0	4.0	44.0	17.0	32.0	30.0	
36.0	51.0	21.0	17.0	15.0	29.0	23.0	7.0	42.0	18.0	
17.0	7.0	42.0	33.0	36.0	22.0	21.0	38.0	23.0	6.0	
17.0	42.0	36.0	23.0	22.0	21.0	4.0	7.0	38.0	51.0	
33.0	42.0	4.0	17.0	22.0	56.0	44.0	23.0	21.0	30.0	
17.0	7.0	42.0	30.0	21.0	29.0	23.0	38.0	22.0	4.0	
56.0	33.0	42.0	17.0	44.0	4.0	24.0	22.0	23.0	16.0	
56.0	33.0	24.0	34.0	4.0	17.0	42.0	39.0	44.0	29.0	
33.0	38.0	56.0	4.0	42.0	44.0	22.0	7.0	23.0	24.0	
17.0	42.0	36.0	7.0	21.0	33.0	22.0	38.0	4.0	6.0	
42.0	23.0	17.0	22.0	33.0	38.0	4.0	36.0	21.0	56.0	
4.0	42.0	38.0	44.0	17.0	56.0	23.0	22.0	21.0	57.0	
42.0	21.0	36.0	23.0	17.0	22.0	4.0	57.0	38.0	7.0	
33.0	17.0	7.0	56.0	23.0	30.0	44.0	36.0	24.0	21.0	
44.0	38.0	4.0	56.0	17.0	22.0	23.0	7.0	11.0	16.0	
57.0	42.0	4.0	23.0	21.0	44.0	8.0	33.0	22.0	17.0	
17.0	23.0	22.0	4.0	44.0	7.0	21.0	56.0	51.0	57.0	
56.0	38.0	7.0	24.0	34.0	17.0	42.0	39.0	6.0	44.0	
17.0	21.0	51.0	42.0	23.0	22.0	7.0	30.0	4.0	29.0	
36.0	42.0	21.0	22.0	7.0	23.0	51.0	30.0	33.0	29.0	
17.0	38.0	30.0	24.0	6.0	29.0	56.0	4.0	34.0	22.0	
51.0	42.0	23.0	33.0	30.0	4.0	38.0	57.0	29.0	15.0	
17.0	36.0	42.0	23.0	30.0	22.0	51.0	29.0	33.0	38.0	
4.0	42.0	38.0	44.0	17.0	56.0	22.0	23.0	25.0	30.0	
36.0	17.0	51.0	30.0	21.0	22.0	23.0	6.0	42.0	38.0	
33.0	42.0	30.0	36.0	22.0	6.0	21.0	56.0	51.0	44.0	
36.0	17.0	21.0	23.0	42.0	51.0	22.0	33.0	4.0	30.0	
42.0	17.0	23.0	21.0	22.0	33.0	4.0	38.0	57.0	30.0	
57.0	42.0	4.0	23.0	22.0	33.0	8.0	21.0	17.0	36.0	
33.0	38.0	42.0	17.0	7.0	34.0	30.0	36.0	29.0	6.0	
38.0	33.0	56.0	44.0	4.0	17.0	7.0	23.0	22.0	24.0	
7.0	17.0	30.0	42.0	29.0	38.0	36.0	22.0	23.0	34.0	
42.0	17.0	21.0	22.0	36.0	33.0	4.0	51.0	57.0	38.0	
17.0	42.0	38.0	23.0	4.0	7.0	36.0	21.0	44.0	30.0	
44.0	38.0	42.0	33.0	4.0	56.0	23.0	17.0	27.0	11.0	
36.0	51.0	21.0	17.0	22.0	23.0	42.0	30.0	7.0	29.0	
33.0	38.0	42.0	44.0	17.0	22.0	11.0	25.0	30.0	39.0	
17.0	4.0	21.0	23.0	36.0	22.0	38.0	51.0	30.0	44.0	
36.0	51.0	7.0	21.0	30.0	22.0	42.0	29.0	23.0	33.0	
42.0	17.0	23.0	4.0	38.0	21.0	7.0	44.0	51.0	56.0	
22.0	42.0	23.0	17.0	33.0	4.0	36.0	38.0	7.0	51.0	
42.0	23.0	17.0	4.0	22.0	44.0	38.0	36.0	21.0	57.0	
22.0	42.0	36.0	7.0	23.0	30.0	21.0	51.0	4.0	6.0	
51.0	17.0	6.0	21.0	29.0	7.0	18.0	45.0	15.0	23.0	
51.0	18.0	21.0	17.0	30.0	22.0	7.0	6.0	29.0	42.0	
17.0	7.0	42.0	36.0	38.0	30.0	56.0	4.0	6.0	21.0	
42.0	17.0	33.0	23.0	22.0	7.0	21.0	56.0	51.0	29.0	
17.0	23.0	36.0	33.0	21.0	4.0	30.0	51.0	44.0	56.0	
38.0	56.0	44.0	4.0	42.0	17.0	16.0	11.0	7.0	22.0	
17.0	42.0	7.0	23.0	30.0	6.0	56.0	29.0	24.0	32.0	
33.0	7.0	38.0	56.0	17.0	42.0	24.0	4.0	34.0	6.0	
7.0	30.0	17.0	6.0	36.0	22.0	42.0	33.0	21.0	23.0	
42.0	23.0	4.0	33.0	44.0	22.0	38.0	36.0	21.0	57.0	
42.0	36.0	17.0	22.0	4.0	33.0	51.0	57.0	38.0	7.0	
7.0	17.0	30.0	33.0	42.0	6.0	36.0	22.0	38.0	23.0	
36.0	23.0	21.0	58.0	42.0	17.0	51.0	15.0	4.0	33.0	
42.0	17.0	7.0	4.0	44.0	36.0	21.0	29.0	24.0	6.0	
36.0	17.0	51.0	29.0	7.0	6.0	22.0	23.0	42.0	45.0	
38.0	33.0	42.0	56.0	4.0	17.0	7.0	23.0	22.0	30.0	
36.0	17.0	30.0	51.0	21.0	7.0	29.0	6.0	22.0	42.0	
36.0	21.0	23.0	51.0	22.0	7.0	33.0	30.0	4.0	38.0	
33.0	4.0	38.0	56.0	42.0	44.0	17.0	7.0	23.0	16.0	
17.0	42.0	36.0	23.0	21.0	33.0	51.0	4.0	38.0	44.0	
33.0	38.0	44.0	16.0	7.0	25.0	34.0	24.0	22.0	39.0	
17.0	42.0	36.0	33.0	21.0	23.0	4.0	7.0	51.0	38.0	
22.0	4.0	33.0	21.0	17.0	57.0	36.0	38.0	44.0	51.0	
8.0	57.0	4.0	27.0	42.0	33.0	23.0	38.0	25.0	22.0	
36.0	21.0	51.0	17.0	23.0	22.0	42.0	30.0	58.0	7.0	
56.0	16.0	33.0	44.0	11.0	4.0	39.0	24.0	42.0	7.0	
17.0	33.0	4.0	44.0	22.0	36.0	21.0	57.0	51.0	25.0	
17.0	36.0	22.0	30.0	51.0	23.0	21.0	29.0	6.0	33.0	
33.0	42.0	38.0	17.0	7.0	36.0	21.0	25.0	30.0	11.0	
42.0	36.0	22.0	33.0	21.0	23.0	7.0	4.0	30.0	6.0	
36.0	23.0	21.0	17.0	57.0	4.0	33.0	44.0	38.0	58.0	
7.0	17.0	30.0	6.0	29.0	42.0	22.0	51.0	33.0	23.0	
36.0	21.0	23.0	42.0	22.0	58.0	57.0	33.0	4.0	7.0	
44.0	4.0	42.0	33.0	38.0	23.0	22.0	25.0	17.0	56.0	
42.0	38.0	17.0	4.0	56.0	23.0	7.0	36.0	21.0	30.0	
51.0	30.0	7.0	29.0	36.0	17.0	18.0	21.0	45.0	22.0	
36.0	21.0	51.0	17.0	15.0	23.0	22.0	30.0	7.0	57.0	
33.0	44.0	4.0	17.0	56.0	23.0	36.0	21.0	30.0	11.0	
38.0	17.0	42.0	56.0	22.0	24.0	44.0	23.0	6.0	34.0	
42.0	23.0	33.0	36.0	4.0	21.0	44.0	51.0	57.0	30.0	
7.0	30.0	17.0	6.0	32.0	24.0	33.0	56.0	42.0	36.0	
42.0	33.0	7.0	38.0	36.0	4.0	23.0	22.0	30.0	21.0	
7.0	17.0	6.0	38.0	22.0	29.0	56.0	24.0	4.0	36.0	
17.0	7.0	30.0	23.0	33.0	29.0	38.0	6.0	51.0	4.0	
33.0	17.0	42.0	7.0	22.0	4.0	23.0	36.0	44.0	29.0	
36.0	21.0	17.0	23.0	42.0	22.0	30.0	7.0	29.0	33.0	
42.0	21.0	23.0	4.0	22.0	33.0	58.0	51.0	38.0	7.0	
17.0	33.0	4.0	23.0	38.0	22.0	44.0	36.0	21.0	7.0	
38.0	42.0	4.0	16.0	11.0	39.0	23.0	30.0	29.0	6.0	
30.0	17.0	32.0	36.0	33.0	51.0	42.0	5.0	34.0	38.0	
36.0	17.0	42.0	23.0	22.0	21.0	51.0	7.0	33.0	30.0	
36.0	21.0	42.0	17.0	23.0	22.0	51.0	33.0	7.0	38.0	
36.0	21.0	17.0	23.0	51.0	42.0	57.0	33.0	30.0	7.0	
56.0	38.0	33.0	24.0	7.0	39.0	34.0	17.0	42.0	4.0	
33.0	38.0	4.0	44.0	42.0	11.0	17.0	34.0	23.0	39.0	
56.0	33.0	44.0	16.0	34.0	4.0	11.0	42.0	24.0	7.0	
42.0	33.0	4.0	17.0	38.0	23.0	22.0	44.0	7.0	56.0	
17.0	42.0	36.0	23.0	22.0	33.0	21.0	4.0	38.0	7.0	
44.0	33.0	42.0	56.0	11.0	17.0	25.0	16.0	22.0	7.0	
30.0	18.0	17.0	29.0	21.0	15.0	23.0	13.0	42.0	45.0	
44.0	38.0	4.0	33.0	22.0	23.0	17.0	27.0	25.0	8.0	
7.0	17.0	30.0	29.0	42.0	36.0	22.0	38.0	24.0	21.0	
17.0	33.0	38.0	7.0	4.0	22.0	23.0	21.0	56.0	44.0	
36.0	21.0	22.0	17.0	51.0	23.0	42.0	33.0	7.0	4.0	
36.0	17.0	21.0	42.0	51.0	22.0	33.0	7.0	6.0	29.0	
42.0	4.0	44.0	23.0	33.0	22.0	57.0	21.0	36.0	56.0	
17.0	42.0	24.0	22.0	30.0	44.0	23.0	6.0	29.0	21.0	
36.0	17.0	42.0	7.0	21.0	33.0	23.0	51.0	22.0	30.0	
17.0	42.0	7.0	33.0	22.0	38.0	23.0	30.0	4.0	21.0	
42.0	33.0	17.0	38.0	23.0	44.0	22.0	21.0	36.0	56.0	
17.0	22.0	36.0	42.0	23.0	30.0	7.0	33.0	38.0	21.0	
33.0	42.0	4.0	17.0	56.0	7.0	22.0	23.0	36.0	21.0	
53.0	8.0	57.0	28.0	4.0	42.0	25.0	38.0	33.0	22.0	
51.0	17.0	23.0	42.0	22.0	7.0	30.0	15.0	33.0	6.0	
57.0	21.0	23.0	36.0	17.0	22.0	44.0	33.0	58.0	8.0	
17.0	7.0	33.0	30.0	29.0	6.0	42.0	38.0	36.0	22.0	
36.0	23.0	33.0	22.0	4.0	38.0	7.0	51.0	44.0	30.0	
33.0	7.0	42.0	38.0	56.0	4.0	22.0	23.0	36.0	30.0	
17.0	42.0	22.0	23.0	7.0	38.0	30.0	21.0	4.0	51.0	
42.0	23.0	22.0	33.0	17.0	38.0	21.0	8.0	25.0	56.0	
30.0	7.0	6.0	17.0	32.0	24.0	33.0	36.0	45.0	5.0	
33.0	38.0	7.0	42.0	17.0	4.0	56.0	30.0	22.0	23.0	
42.0	4.0	23.0	17.0	22.0	21.0	44.0	38.0	57.0	36.0	
36.0	17.0	21.0	23.0	51.0	22.0	42.0	30.0	7.0	33.0	
36.0	17.0	21.0	23.0	42.0	51.0	33.0	7.0	4.0	30.0	
17.0	42.0	33.0	4.0	23.0	22.0	30.0	44.0	36.0	21.0	
51.0	30.0	17.0	6.0	7.0	21.0	29.0	45.0	42.0	23.0	
42.0	17.0	22.0	33.0	4.0	38.0	21.0	56.0	51.0	30.0	
36.0	42.0	21.0	7.0	51.0	33.0	22.0	30.0	4.0	38.0	
33.0	17.0	42.0	4.0	38.0	36.0	23.0	56.0	21.0	6.0	
7.0	17.0	36.0	51.0	32.0	21.0	22.0	33.0	23.0	24.0	
36.0	23.0	21.0	22.0	51.0	4.0	38.0	57.0	7.0	30.0	
7.0	33.0	29.0	30.0	38.0	17.0	32.0	39.0	42.0	4.0	
30.0	51.0	36.0	7.0	17.0	21.0	22.0	23.0	18.0	13.0	
56.0	38.0	33.0	24.0	7.0	34.0	39.0	17.0	42.0	16.0	
17.0	36.0	22.0	30.0	42.0	21.0	23.0	51.0	33.0	29.0	
17.0	33.0	7.0	38.0	42.0	22.0	30.0	56.0	29.0	23.0	
17.0	36.0	7.0	30.0	51.0	21.0	42.0	22.0	23.0	6.0	
21.0	36.0	17.0	42.0	51.0	4.0	30.0	7.0	57.0	38.0	
42.0	17.0	33.0	21.0	36.0	4.0	23.0	22.0	51.0	38.0	
30.0	36.0	42.0	6.0	23.0	51.0	33.0	4.0	32.0	24.0	
36.0	17.0	21.0	23.0	7.0	30.0	33.0	4.0	6.0	38.0	
38.0	4.0	17.0	7.0	56.0	44.0	23.0	22.0	21.0	30.0	
33.0	38.0	42.0	17.0	4.0	7.0	44.0	23.0	24.0	29.0	
17.0	36.0	23.0	22.0	42.0	21.0	30.0	51.0	33.0	38.0	
7.0	30.0	29.0	24.0	6.0	33.0	38.0	56.0	32.0	42.0	
23.0	36.0	22.0	57.0	4.0	38.0	44.0	58.0	30.0	25.0	
44.0	42.0	4.0	33.0	23.0	57.0	22.0	17.0	8.0	21.0	
17.0	42.0	36.0	6.0	33.0	29.0	22.0	23.0	38.0	56.0	
33.0	17.0	38.0	7.0	42.0	56.0	22.0	4.0	30.0	23.0	
38.0	42.0	33.0	4.0	17.0	23.0	22.0	7.0	36.0	21.0	
42.0	17.0	22.0	21.0	4.0	23.0	38.0	51.0	57.0	7.0	
17.0	33.0	42.0	7.0	38.0	22.0	23.0	30.0	36.0	6.0	
21.0	51.0	36.0	17.0	22.0	42.0	7.0	23.0	4.0	30.0	
53.0	44.0	4.0	57.0	33.0	42.0	38.0	23.0	56.0	59.0	
36.0	42.0	22.0	21.0	33.0	51.0	29.0	6.0	56.0	44.0	
36.0	23.0	21.0	42.0	51.0	33.0	4.0	38.0	7.0	30.0	
42.0	38.0	17.0	4.0	7.0	56.0	22.0	44.0	30.0	21.0	
42.0	57.0	4.0	23.0	8.0	33.0	22.0	21.0	38.0	17.0	
42.0	33.0	23.0	38.0	44.0	21.0	7.0	56.0	51.0	57.0	
17.0	30.0	23.0	22.0	15.0	42.0	7.0	29.0	6.0	58.0	
7.0	24.0	30.0	56.0	17.0	6.0	34.0	38.0	39.0	5.0	
7.0	6.0	30.0	24.0	32.0	33.0	36.0	22.0	38.0	42.0	
7.0	17.0	30.0	6.0	29.0	42.0	38.0	22.0	24.0	36.0	
30.0	6.0	29.0	24.0	33.0	38.0	42.0	56.0	36.0	22.0	
17.0	30.0	22.0	33.0	42.0	36.0	38.0	23.0	21.0	51.0	
42.0	17.0	33.0	4.0	23.0	44.0	22.0	36.0	56.0	21.0	
